ECG_Clean,ECG_Rate,PPG_Clean,PPG_Rate,RSP_Clean,RSP_Rate,pyVHR
-15.29284287053808,67.50542051961199,-59.18301743942972,69.04121547045158,-34.78180354649154,19.054154789859105,65.25401232366349
-14.521219220625408,67.50735014267882,-59.06024370544711,69.02793269451855,-34.7058517687529,19.054307066878888,65.25411155535134
-13.754606466680846,67.5092986375266,-58.936579269157605,69.01468402574879,-34.626977174956274,19.05445927068298,65.25421340493736
-12.993004586993177,67.51126595140643,-58.812203606453664,69.00146957301365,-34.54513729411406,19.054611401381468,65.25431787764172
-12.233913560023078,67.51325203158802,-58.68729734597067,68.98828944507626,-34.46028984526938,19.05476345908448,65.25442497868465
-11.477333364402,67.51525682535956,-58.56204201656449,68.97514375059293,-34.372392740930486,19.05491544390212,65.2545347132863
-10.725763978931049,67.51728028002718,-58.43661978452068,68.96203259811436,-34.28140409823405,19.05506735594453,65.25464708666692
-9.979205382579856,67.5193223429149,-58.31121318108849,68.94895609608695,-34.18728225046355,19.055219195321843,65.25476210404668
-9.240157554485451,67.52138296136414,-58.18600482025272,68.9359143528541,-34.08998575892775,19.0553709621442,65.25487977064579
-8.506120473951135,67.52346208273354,-58.06117710580656,68.9229074766575,-33.98947342520388,19.05552265652177,65.25500009168442
-7.777094120445318,67.52555965439866,-57.93691192765533,68.90993557563846,-33.88570430375,19.05567427856471,65.25512307238282
-7.0505784736004,67.52767562375159,-57.81339034900553,68.89699875783911,-33.778637714891445,19.055825828383195,65.25524871796114
-6.326573513211628,67.52980993820077,-57.69079228662068,68.88409713120384,-33.668233258185246,19.055977306087403,65.25537703363962
-5.605079219235929,67.53196254517064,-57.569296185652405,68.87123080358047,-33.55445082616781,19.05612871178753,65.25550802463844
-4.878595571790776,67.53413339210135,-57.44907868919842,68.85839988272167,-33.43725061848977,19.05628004559377,65.25564169617779
-4.144622551153022,67.53632242644849,-57.33031430172622,68.84560447628614,-33.31659315644249,19.05643130761633,65.25577805347788
-3.403160137757744,67.53852959568282,-57.2131750463761,68.8328446918401,-33.1924392978808,19.05658249796544,65.2559171017589
-2.6592083121970798,67.54075484728988,-57.09783011789017,68.82012063685843,-33.06475025254608,19.05673361675132,65.25605884624106
-1.922767055219064,67.54299812876985,-56.98444553379083,68.80743241872608,-32.93348759779404,19.056884664084198,65.25620329214456
-1.193836347726457,67.54525938763715,-56.873183787480215,68.79478014473935,-32.79861328735343,19.05703564007432,65.2563504446896
-0.4774161707755723,67.54753857142016,-56.764203508492,68.78216392210726,-32.660089645741884,19.05718654483195,65.25650030909637
0.2239934944249012,67.54983562766105,-56.65765913497148,68.7695838579528,-32.5178793704778,19.057337378467334,65.25665289058507
0.907892666515077,67.55215050391537,-56.55370060107395,68.75704005931432,-32.37194556422621,19.057488141090754,65.25680819437589
1.5767813639850543,67.5544831477518,-56.452473039585136,68.74453263314685,-32.22225176737071,19.057638832812483,65.25696622568904
2.228159605176105,67.55683350675187,-56.35411649905328,68.73206168632338,-32.06876196150283,19.057789453742807,65.25712698974472
2.8645274082818637,67.55920152850973,-56.25876567456656,68.71962732563624,-31.911440565967325,19.057940003992023,65.25729049176314
3.4908847913495173,67.56158716063177,-56.16654965132811,68.70722965779844,-31.750252442223317,19.05809048367044,65.25745673696447
4.102231772281007,67.56399035073645,-56.07759166020157,68.69486878944498,-31.585162891269768,19.05824089288836,65.25762573056895
4.701068368834223,67.56641104645394,-55.99200884442291,68.68254482713421,-31.416137651517303,19.05839123175612,65.25779747779673
5.284894598624208,67.56884919542586,-55.909912036871255,68.67025787734913,-31.24314291186657,19.05854150038404,65.25797198386805
5.851210479124362,67.57130474530501,-55.83140554817483,68.65800804649886,-31.06614533261876,19.058691698882463,65.25814925400307
6.395016027667656,67.57377764375514,-55.75658696732731,68.64579544091978,-30.885112066843988,19.05884182736174,65.25832929342204
6.918811261447836,67.57626783845056,-55.68554697651763,68.63362016687712,-30.700010782210875,19.058991885932222,65.25851210734511
7.415096197520642,67.578775277076,-55.6183691796773,68.6214823305661,-30.51080968328074,19.059141874704284,65.2586977009925
7.881370852805029,67.58129990732625,-55.55512994273698,68.60938203811342,-30.3174775342697,19.05929179378829,65.2588860795844
8.317635244084386,67.58384167690589,-55.49589824498644,68.59731939557857,-30.11998367490383,19.059441643294623,65.25907724834104
8.726389388007751,67.58640053352904,-55.44073554250767,68.5852945089552,-29.918298014614827,19.05959142333369,65.25927121248257
9.11263330109106,67.5889764249191,-55.38969564382829,68.5733074841725,-29.71239101245787,19.059741134015862,65.25946797722924
9.481366999718343,67.59156929880847,-55.34282459643474,68.56135842709651,-29.5022336648898,19.05989077545158,65.2596675478012
9.832590500143002,67.59417910293824,-55.30016058213646,68.54944744353153,-29.28779749403316,19.060040347751244,65.25986992941868
10.171303818489,67.596805785058,-55.26173381913964,68.53757463922152,-29.069054529052053,19.060189851025275,65.2600751273019
10.495006970752131,67.5994492929255,-55.22756646975824,68.5257401198514,-28.84597730277744,19.06033928538412,65.260283146671
10.806199972801256,67.60210957430641,-55.19767255513176,68.51394399104848,-28.618538870963377,19.06048865093821,65.26049399274622
11.104882840379531,67.60478657697409,-55.1720578797308,68.50218635838384,-28.38671283942074,19.060637947798007,65.26070767074773
11.396055589105671,67.60748024870922,-55.15071996693024,68.49046732737365,-28.15047339165337,19.06078717607397,65.26092418589579
11.679718234475205,67.6101905372997,-55.13364800388463,68.47878700348063,-27.909795309620783,19.060936335876555,65.2611435434105
11.958370791861697,67.61291739054019,-55.12082279226821,68.46714549211539,-27.66465397287447,19.061085427316254,65.26136574851216
12.242013276518035,67.61566075623205,-55.112216702170535,68.45554289863784,-27.41502534344825,19.06123445050355,65.26159080642091
12.533145703577684,67.61842058218288,-55.1077936280266,68.44397932835855,-27.160885966018228,19.06138340554893,65.26181872235696
12.83676808805592,67.62119681620642,-55.10750894636393,68.43245488654023,-26.90221299071308,19.061532292562905,65.2620495015405
13.155380444851126,67.62398940612219,-55.11130947536709,68.42096967839899,-26.63898420382091,19.06168111165598,65.26228314919177
13.493982788746033,67.62679829975531,-55.11913343630689,68.40952380910582,-26.37117805163876,19.06182986293868,65.26251967053092
13.845075134409004,67.62962344493613,-55.13091041692716,68.39811738378803,-26.09877364271073,19.061978546521527,65.26275907077819
14.213657496395305,67.63246478950008,-55.14656133692793,68.38675050753058,-25.821750735835472,19.062127162515065,65.26300135515373
14.602229889148354,67.63532228128739,-55.165998415727856,68.37542328537751,-25.54008975073525,19.062275711029837,65.26324652887777
15.010792327001036,67.63819586814274,-55.18912514273262,68.36413582233334,-25.25377181614516,19.062424192176397,65.2634945971705
15.436844824176948,67.64108549791518,-55.21583625037879,68.35288822336456,-24.96277881105549,19.062572606065302,65.26374556525215
15.877887394791692,67.6439911184577,-55.24601769026353,68.34168059340091,-24.66709335484073,19.06272095280713,65.26399943834289
16.33642005285416,67.64691267762707,-55.27954661271119,68.33051303733691,-24.36669877578945,19.06286923251246,65.26425622166292
16.814942812267816,67.64985012328357,-55.31629135016581,68.31938566003322,-24.06157910968375,19.063017445291862,65.26451592043244
17.31095568683198,67.65280340329075,-55.35611140483592,68.3082985663181,-23.75171912843032,19.063165591255963,65.26477853987166
17.82695869024314,67.65577246551513,-55.39885744105307,68.29725186098881,-23.43710436923229,19.063313670515345,65.26504408520074
18.362951836096197,67.65875725782601,-55.444371282838986,68.28624564881305,-23.11772114216925,19.063461683180623,65.26531256163993
18.91893513788581,67.6617577280952,-55.49248591703625,68.27528003453038,-22.793556523564583,19.06360962936243,65.26558397440941
19.49240860900767,67.66477382419673,-55.54302550153024,68.26435512285367,-22.46459836465423,19.06375750917138,65.26585832872937
20.08337226275979,67.66780549400666,-55.59580537640552,68.25347101847053,-22.130835322935944,19.063905322718128,65.26613562982
20.689326112343828,67.67085268540282,-55.650632074537405,68.24262782604475,-21.792256894065797,19.064053070113303,65.26641588290154
21.305270170866365,67.67391534626454,-55.707303329006,68.23182565021773,-21.448853422168604,19.06420075146757,65.26669909319416
21.92870445134024,67.67699342447239,-55.76560807766224,68.22106459560993,-21.10061609594137,19.064348366891597,65.26698526591804
22.557128966685816,67.680086867908,-55.825326467087145,68.21034476682235,-20.747536952684705,19.064495916496043,65.26727440629342
23.19054372973234,67.68319562445379,-55.88622985735303,68.19966626843795,-20.389608882885405,19.064643400391592,65.26756651954047
23.82394875321921,67.68631964199264,-55.94808082764432,68.18902920502309,-20.02682562797282,19.06479081868894,65.2678616108794
24.46484404979731,67.68945886840781,-56.01063318281326,68.17843368112902,-19.65918178600612,19.064938171498778,65.26815968553042
25.115729632030323,67.69261325158253,-56.07363196147453,68.16787980129331,-19.28667281053684,19.065085458931808,65.26846074871372
25.76910551239605,67.6957827393999,-56.13681344642555,68.15736767004134,-18.90929498051373,19.065232681098752,65.26876480564948
26.42497170328772,67.69896727974258,-56.19990517818752,68.14689739188772,-18.527045370742705,19.065379838110324,65.26907186155792
27.083328217015307,67.70216682049251,-56.262625972295695,68.13646907133784,-18.139921859793283,19.06552693007725,65.26938192165922
27.74417506580688,67.70538130953078,-56.32468594011206,68.12608281288925,-17.747923160595526,19.065673957110285,65.26969499117362
28.407512261809902,67.70861069473729,-56.38578651139018,68.11573872103321,-17.351048836837137,19.065820919320164,65.27001107532128
29.070839817092555,67.71185492399059,-56.44562045613418,68.10543690025607,-16.949299305160523,19.06596781681764,65.2703301793224
29.73415774364508,67.71511394516759,-56.503871905002704,68.09517745504085,-16.542675845293687,19.06611464971348,65.2706523083972
30.399966053381107,67.71838770614335,-56.56021637058589,68.08496048986868,-16.1311806033588,19.06626141811845,65.27097746776586
31.070764758138974,67.72167615479084,-56.61432077341294,68.0747861092203,-15.714816566224194,19.066408122143343,65.2713056626486
31.746553869683083,67.72497923898068,-56.66584347498747,68.06465441757751,-15.293587536412147,19.06655476189893,65.2716368982656
32.4248333997052,67.728296906581,-56.714434317039576,68.0545655194247,-14.867498137074476,19.066701337496024,65.27197117983707
33.10560335982582,67.73162910545705,-56.75973466444297,68.04451951925031,-14.43655382490156,19.066847849045416,65.27230851258321
33.78886376159549,67.73497578347113,-56.801377449901935,68.0345165215484,-14.000760896207922,19.066994296657924,65.27264890172418
34.47211461649617,67.73833688848227,-56.838987220023455,68.02455663082004,-13.56012650094958,19.06714068044437,65.27299235248024
35.15785593594254,67.741712368346,-56.872180183383314,68.01463995157492,-13.11465865729403,19.067287000515588,65.27333887007156
35.84858773128336,67.74510217091415,-56.90056426218333,68.0047665883328,-12.664366251985824,19.067433256982405,65.27368845971831
36.546810013802805,67.74850624403464,-56.92373915059418,67.99493664562502,-12.209259033884706,19.067579449955677,65.27404112664077
37.26002279472185,67.75192453555118,-56.94129638368272,67.98515022799602,-11.74934760805334,19.067725579546245,65.27439687605906
37.985726085199545,67.75535699330311,-56.95281941990643,67.97540744000489,-11.284643423015766,19.06787164586498,65.27475571319341
38.72141989633442,67.75880356512516,-56.95788373854892,67.96570838622682,-10.815158743807508,19.06801764902275,65.27511764326401
39.472104239165816,67.76226419884718,-56.956056952540926,67.9560531712547,-10.3409066255727,19.06816358913043,65.27548267149108
40.23777912467524,67.76573884229398,-56.94689893686265,67.94644189970056,-9.861900902463276,19.06830946629892,65.27585080309478
41.0184445637877,67.76922744328509,-56.92996197263977,67.9368746761972,-9.37815619183899,19.068455280639096,65.27622204329536
41.81410056737308,67.7727299496345,-56.904790906958766,67.92735160539965,-8.889687913766537,19.06860103226188,65.27659639731297
42.61724714624746,67.77624630915047,-56.87092332833433,67.91787279198671,-8.396512303681604,19.068746721278167,65.27697387036784
43.425384311174525,67.77977646963531,-56.827889757664366,67.90843834066251,-7.898646396077829,19.068892347798883,65.27735446768015
44.23851207286687,67.78332037888514,-56.77521385440614,67.89904835615805,-7.396108001355088,19.06903791193496,65.27773819447013
45.05413044198738,67.78687798468971,-56.71241263760001,67.88970294323272,-6.8889156905814986,19.06918341379732,65.27812505595794
45.8722394291506,67.79044923483211,-56.63899672142674,67.8804022066759,-6.377088773411657,19.069328853496923,65.2785150573638
46.69533904492406,67.79403407708864,-56.554470565724,67.87114625130847,-5.860647283915114,19.069474231144707,65.2789082039079
47.52592929982967,67.79763245922852,-56.45833274330667,67.86193518198436,-5.339611996447275,19.069619546851644,65.27930450081045
48.36651020434506,67.8012443290137,-56.35007622666288,67.85276910359214,-4.814004442048002,19.069764800728688,65.27970395329166
49.21458176890496,67.80486963419865,-56.229188695602666,67.84364812105655,-4.283846895853209,19.069909992886828,65.28010656657169
50.07014400390253,67.80850832253017,-56.09515286575071,67.8345723393401,-3.749162357650988,19.070055123437044,65.28051234587078
50.92569691969076,67.81216034174712,-55.94744683676735,67.82554186344461,-3.2099745403362974,19.07020019249032,65.28092129640908
51.771240526583824,67.81582563958023,-55.785544459027264,67.81655679841282,-2.6663078515055645,19.07034520015767,65.28133342340683
52.59927483485845,67.81950416375187,-55.60891571818237,67.80761724932987,-2.1181873755669542,19.070490146550096,65.28174873208424
53.39729985475528,67.82319586197593,-55.41702713841248,67.798723321325,-1.5656388637418033,19.07063503177861,65.28216722766147
54.16281559648019,67.82690068195747,-55.20934220585233,67.78987511957308,-1.0086887171984529,19.070779855954243,65.28258891535873
54.89332207020577,67.8306185713926,-54.98532181281972,67.78107274929621,-0.4473639706940062,19.070924619188027,65.28301380039622
55.58881928607259,67.83434947796827,-54.74442472259925,67.77231631576522,0.1183077159010039,19.071069321591,65.28344188799416
56.24680725419063,67.83809334936201,-54.48610805503017,67.76360592430143,0.6882980729537991,19.071213963274207,65.28387318337272
56.86478598464058,67.84185013324175,-54.20982779380626,67.75494168027811,1.2625782359213673,19.071358544348715,65.28430769175213
57.43775548747532,67.84561977726563,-53.91503931619134,67.74632368912214,1.8411187523283277,19.071503064925583,65.28474541835256
57.97071577272119,67.84940222908179,-53.60119794581432,67.7377520563156,2.423889603007872,19.07164752511588,65.28518636839422
58.4661668503794,67.85319743632812,-53.26775952967547,67.72922688739736,3.010860237608618,19.07179192503069,65.2856305470973
58.92160873042741,67.8570053466321,-52.914181040098974,67.72074828796475,3.6019995948583485,19.071936264781105,65.28607795968202
59.33704142282029,67.8608259076106,-52.53992120076505,67.7123163636751,4.197276107587662,19.07208054447822,65.28652861136855
59.70246493749211,67.86465906686966,-52.144441134690055,67.70393122024744,4.796657722029018,19.07222476423313,65.28698250737713
60.010379284357285,67.86850477200424,-51.72720503195292,67.69559296346402,5.4001119313944415,19.07236892415696,65.28743965292792
60.25828447331197,67.87236297059813,-51.28768083557771,67.68730169917204,6.007605794223018,19.07251302436083,65.28790005324113
60.43618051423541,67.87623361022364,-50.82534094527384,67.6790575332852,6.619105930123524,19.072657064955862,65.28836371353697
60.54406741699137,67.88011663844148,-50.33966294019301,67.67086057178544,7.234578507672232,19.072801046053197,65.28883063903562
60.58694519142944,67.88401200280047,-49.83013032142755,67.66271092072441,7.853989239226038,19.07294496776398,65.28930083495729
60.569813847386456,67.88791965083749,-49.29623327247892,67.65460868622529,8.477303397410996,19.07308883019936,65.2897743065222
60.50517339468786,67.89183953007708,-48.73746943428057,67.6465539744843,9.104485853289908,19.073232633470493,65.29025105895052
60.39802384314908,67.89577158803144,-48.15334469245394,67.63854689177246,9.735501114078236,19.07337637768856,65.29073109746244
60.2583652025769,67.8997157722001,-47.54337397642242,67.63058754443713,10.37031333827769,19.073520062964725,65.29121442727819
60.08619748277081,67.90367203006976,-46.90708206989474,67.62267603890379,11.008886328231338,19.073663689410186,65.29170105361796
59.884020693524434,67.90764030911416,-46.244004430567685,67.61481248167757,11.651183522238508,19.07380725713612,65.29219098170194
59.64933484462691,67.91162055679376,-45.55368801660421,67.60699697934506,12.29716800836799,19.07395076625373,65.29268421675032
59.38213994586416,67.9156127205557,-44.83569211851584,67.59922963857584,12.946802552595464,19.074094216874236,65.29318076398332
59.082436007020405,67.91961674783346,-44.08958919477698,67.59151056612426,13.60004961913495,19.07423760910884,65.29368062862115
58.75522303787946,67.92363258604674,-43.31496570782339,67.58383986883106,14.256871382968257,19.07438094306877,65.29418381588394
58.39550104822611,67.9276601826013,-42.51142295695131,67.57621765362506,14.91722973457643,19.074524218865264,65.29469033099198
58.00077004784752,67.9316994848887,-41.678577906552015,67.56864402752491,15.58108626949975,19.07466743660955,65.2952001791654
57.568530046534576,67.93575044028617,-40.81606400934631,67.56111909764066,16.248402270108905,19.07481059641288,65.29571336562447
57.093781054083294,67.93981299615636,-39.9235320234534,67.55364297117549,16.919138694348298,19.074953698386512,65.2962298955893
56.58402308029616,67.94388709984723,-39.00065082095238,67.54621575542758,17.593256186212276,19.07509674264171,65.29674977428014
56.04425613498353,67.9479726986918,-38.04710818527288,67.53883755779155,18.27071510795863,19.07523972928973,65.29727300691721
55.47698022796499,67.95206974000799,-37.06261159459963,67.53150848576034,18.951475579307413,19.075382658441875,65.29779959872067
54.89219536907074,67.95617817109837,-36.04688898883621,67.52422864692687,19.635497508872668,19.07552553020942,65.29832955491072
54.29240156814296,67.96029793925014,-34.99968951923177,67.51699814898572,20.32274060307532,19.07566834470365,65.29886288070759
53.67009883503718,67.96442899173478,-33.92078428098783,67.50981709973495,21.013164359919525,19.075811102035875,65.29939958133143
53.02028717962368,67.96857127580792,-32.80996702883011,67.50268560707774,21.706728069771515,19.075953802317407,65.29993966200249
52.33046661178881,67.97272473870919,-31.66705487485301,67.49560377902412,22.403390815767555,19.07609644565956,65.30048312794095
51.595637141436406,67.976889327662,-30.49188896829235,67.48857172369279,23.10311146647796,19.07623903217366,65.30102998436699
50.810798778489165,67.98106498987336,-29.28433515808444,67.48158954931272,23.805848682966083,19.076381561971047,65.30158023650083
49.975951532889965,67.98525167253376,-28.044284639412695,67.47465736422502,24.51156094762485,19.07652403516305,65.30213388956267
49.08359541460331,67.98944932281688,-26.771654583727013,67.46777527688467,25.22020659266136,19.076666451861023,65.30269094877269
48.13373043361662,67.99365788787954,-25.466388749833023,67.46094339586212,25.93174380609952,19.07680881217634,65.30325141935111
47.13135659994167,67.99787731486138,-24.128458073987893,67.45416182984532,26.6461306226838,19.07695111622033,65.30381530651813
46.073973923615895,68.00210755088484,-22.75786123813601,67.44743068764122,27.363324921822954,19.077093364104392,65.30438261549394
44.95908241470383,68.00634854305486,-21.35462521490192,67.4407500781777,28.083284425200876,19.077235555939897,65.30495335149871
43.79418208329841,68.01060023845874,-19.918805786243297,67.43412011050528,28.805966686681565,19.07737769183824,65.3055275197527
42.57927293952236,68.01486258416601,-18.450488031640283,67.42754089379888,29.531329089269526,19.0775197719108,65.30610512547605
41.31935499352957,68.01913552722819,-16.949786782045535,67.42101253735962,30.259328841752545,19.077661796268995,65.306686173889
40.01942825550647,68.02341901467865,-15.416847037198645,67.41453515061664,30.98992296765413,19.07780376502423,65.30727067021172
38.67699273567335,68.02771299353248,-13.85184434529176,67.40810884312887,31.7230683086348,19.077945678287925,65.30785861966444
37.28954844428576,68.0320174107862,-12.25498514450122,67.40173372458678,32.45872154972514,19.078087536171505,65.30845002746734
35.85209539163586,68.03633221341772,-10.626507065745136,67.3954099048142,33.196839251639354,19.078229338786407,65.30904489884063
34.35963358805377,68.0406573483861,-8.966679195702966,67.3891374937702,33.9373778754175,19.07837108624407,65.30964323900449
32.80716304390898,68.04499276263137,-7.275802298812341,67.38291660155079,34.6802937846452,19.07851277865594,65.31024505317912
31.199683769611628,68.04933840307442,-5.554208996641361,67.3767473383908,35.42554323263373,19.078654416133485,65.31085034658473
29.544695775613924,68.05369421661678,-3.802263902721656,67.37062981466568,36.17308236407796,19.07879599878816,65.31145912444153
27.852199072411477,68.05806015014046,-2.0203637106200247,67.36456414089336,36.92286723119729,19.078937526731437,65.3120713919697
26.12719367054465,68.06243615050782,-0.2089372328957424,67.35855042773603,37.67485379485241,19.0790790000748,65.31268715438944
24.36967958059992,68.06682216456139,1.6315546108488164,67.35258878600199,38.42899791064308,19.079220418929733,65.31330641692097
22.57965681321125,68.07121813912366,3.500618857364657,67.3466793266475,39.1852553295044,19.07936178340774,65.31392918478446
20.767125379061408,68.07562402099695,5.397730614397034,67.34082216077864,39.943581712806754,19.079503093620318,65.31455546320012
18.93208528888333,68.08003975696332,7.322333226476324,67.33501739965314,40.70393263245237,19.07964434967897,65.31518525738814
17.067036553461485,68.08446529378423,9.273838491182609,67.32926515468225,41.46626355597378,19.079785551695227,65.31581857256873
15.181979183633192,68.08890057820058,11.25162692376398,67.32356553743257,42.230529846151725,19.07992669978061,65.3164554139621
13.279413190290004,68.0933455569324,13.255048067568325,67.31791865962795,42.99668678253564,19.08006779404665,65.31709578678844
11.356838584379023,68.09780017667879,15.283420848694805,67.31232463315142,43.76468958273762,19.080208834604896,65.31773969626795
9.42175537690426,68.10226438411766,17.336033974211944,67.30678357004687,44.5344934013708,19.08034982156689,65.31838714762081
7.476663578927965,68.10673812590568,19.41214637388096,67.3012955825212,45.30605331401531,19.080490755044192,65.31903814606724
5.524063201571988,68.11122134867804,21.51098768624968,67.29586078294602,46.07932431572945,19.08063163514836,65.31969269682745
3.571454256019094,68.11571399904837,23.631758790900363,67.2904792838596,46.85426134148946,19.08077246199097,65.32035080512159
1.6263367535143214,68.12021602360846,25.773632388001214,67.28515119796876,47.63081929380668,19.080913235683603,65.32101247616991
-0.3012892946336935,68.12472736892828,27.935753623954945,67.27987663815087,48.408953062770856,19.08105395633784,65.3216777151926
-2.2089238770513773,68.12924798155565,30.117240759916456,67.27465571745557,49.18861752376857,19.081194624065283,65.32234652740985
-4.086566982298887,68.13377780801622,32.317185879808214,67.26948854910688,49.96976752026001,19.081335238977527,65.32301891804183
-5.93171859886878,68.13831679481324,34.53465563533994,67.26437524650501,50.75235786113182,19.081475801186187,65.32369489230878
-7.749378715184682,68.14286488842743,36.76869202572446,67.25931592322833,51.536343340009495,19.081616310802872,65.3243744554309
-9.53954731959996,68.14742203531684,39.018313209445374,67.25431069303532,52.321678754400025,19.08175676793922,65.32505761262836
-11.299724400396396,68.15198818191669,41.28251434662874,67.24935966986648,53.10831890253604,19.08189717270685,65.32574436912138
-13.024909945782866,68.15656327463924,43.560268473643845,67.24446296784625,53.89621856530463,19.0820375252174,65.32643473013015
-14.705103943894011,68.16114725987357,45.850527413417815,67.23962070128502,54.68533250277865,19.08217782558253,65.32712870087488
-16.340306382788917,68.16574008398557,48.15222272319779,67.23483298468113,55.4756154653559,19.08231807391389,65.32782628657573
-17.918017250449807,68.17034169331762,50.46426667767449,67.23009993272271,56.26702218999935,19.082458270323137,65.32852749245296
-19.42573653478071,68.17495203418859,52.78555328240713,67.22542166028974,57.05950738158383,19.082598414921943,65.32923232372671
-20.86346422360615,68.17957105289364,55.1149593124215,67.22079828245599,57.85302570886694,19.082738507821997,65.32994078561725
-22.22620030466984,68.184198695704,57.45134537403126,67.21622991449104,58.64753182246753,19.08287854913496,65.3306528833447
-23.511444765633364,68.188834908867,59.79355699110124,67.21171667186223,59.44298038010086,19.083018538972546,65.3313686221293
-24.72419759407487,68.19347963860575,62.14042571635645,67.20725867023673,60.23932606431913,19.08315847744644,65.33208800719127
-25.86445877748776,68.19813283111911,64.4907702653157,67.20285602548337,61.03652357800637,19.08329836466836,65.33281104375077
